interface removed, # affected nodes, solution, # reachable nodes, interface included, # interface exposed, # violated policies
as2border2:GigabitEthernet1/0, 2, base, 13, 1, 65, 70
as2border2:GigabitEthernet1/0, 2, empty, 0, 0, 0, 0
as2border2:GigabitEthernet1/0, 2, neighbor, 3, 0, 17, 38
as2border2:GigabitEthernet1/0, 2, crystal-net, 7, 1, 38, 53
as2border2:GigabitEthernet1/0, 2, heimdall, 13, 1, 65, 70
as2border2:GigabitEthernet1/0, 2, heimdall_interface, 33, 0, 32, 50
as2border2:GigabitEthernet1/0, 2, heimdall_end_nodes, 13, 1, 65, 70
as2border2:GigabitEthernet1/0, 2, heimdall_intersect, 13, 1, 65, 70
as2core2:GigabitEthernet0/0, 2, base, 13, 1, 65, 70
as2core2:GigabitEthernet0/0, 2, empty, 0, 0, 0, 0
as2core2:GigabitEthernet0/0, 2, neighbor, 3, 1, 17, 38
as2core2:GigabitEthernet0/0, 2, crystal-net, 7, 1, 38, 53
as2core2:GigabitEthernet0/0, 2, heimdall, 13, 1, 65, 70
as2core2:GigabitEthernet0/0, 2, heimdall_interface, 33, 0, 32, 50
as2core2:GigabitEthernet0/0, 2, heimdall_end_nodes, 13, 1, 65, 70
as2core2:GigabitEthernet0/0, 2, heimdall_intersect, 13, 1, 65, 70
as1core1:Loopback0, 2, base, 13, 1, 65, 64
as1core1:Loopback0, 2, empty, 0, 0, 0, 0
as1core1:Loopback0, 2, neighbor, 2, 0, 9, 18
as1core1:Loopback0, 2, crystal-net, 2, 0, 9, 18
as1core1:Loopback0, 2, heimdall, 13, 1, 65, 64
as1core1:Loopback0, 2, heimdall_interface, 30, 0, 29, 39
as1core1:Loopback0, 2, heimdall_end_nodes, 8, 1, 38, 44
as1core1:Loopback0, 2, heimdall_intersect, 8, 1, 38, 44
