interface removed, # affected nodes, solution, # reachable nodes, interface included, # interface exposed, # violated policies
as2core1:GigabitEthernet1/0, 14, neighbor, 8, 1, 43, 52
as2core1:GigabitEthernet1/0, 14, crystal-net, 11, 1, 57, 56
as2core1:GigabitEthernet1/0, 14, heimdall, 13, 1, 65, 58
as2core1:GigabitEthernet1/0, 14, heimdall_interface, 35, 0, 34, 38
as2core1:GigabitEthernet1/0, 14, heimdall_end_nodes, 13, 1, 65, 58
as2core1:GigabitEthernet1/0, 14, heimdall_intersect, 3, 0, 13, 19
as2core1:GigabitEthernet1/0, 14, heimdall_intersect2, 13, 1, 65, 58
as2core1:GigabitEthernet1/0, 14, heimdall_intersect3, 7, 0, 34, 40
as2core1:GigabitEthernet1/0, 14, heimdall_intersect4, 10, 1, 51, 52
as2core2:GigabitEthernet0/0, 6, base, 13, 1, 65, 70
as2core2:GigabitEthernet0/0, 6, empty, 0, 0, 0, 0
as2core2:GigabitEthernet0/0, 6, neighbor, 5, 1, 28, 49
as2core2:GigabitEthernet0/0, 6, crystal-net, 7, 1, 38, 53
as2core2:GigabitEthernet0/0, 6, heimdall, 13, 1, 65, 70
as2core2:GigabitEthernet0/0, 6, heimdall_interface, 33, 0, 32, 50
as2core2:GigabitEthernet0/0, 6, heimdall_end_nodes, 13, 1, 65, 70
as2core2:GigabitEthernet0/0, 6, heimdall_intersect, 13, 1, 65, 70
as2core2:GigabitEthernet0/0, 6, heimdall_intersect2, 13, 1, 65, 70
as2core2:GigabitEthernet0/0, 6, heimdall_intersect3, 13, 1, 65, 70
as2core2:GigabitEthernet0/0, 6, heimdall_intersect4, 13, 1, 65, 70
as1border2:Loopback0, 3, base, 13, 1, 65, 65
as1border2:Loopback0, 3, empty, 0, 0, 0, 0
as1border2:Loopback0, 3, neighbor, 3, 1, 13, 20
as1border2:Loopback0, 3, crystal-net, 4, 1, 17, 22
as1border2:Loopback0, 3, heimdall, 13, 1, 65, 65
as1border2:Loopback0, 3, heimdall_interface, 30, 0, 29, 40
as1border2:Loopback0, 3, heimdall_end_nodes, 8, 1, 38, 45
as1border2:Loopback0, 3, heimdall_intersect, 8, 1, 38, 45
as1border2:Loopback0, 3, heimdall_intersect2, 8, 1, 38, 45
as1border2:Loopback0, 3, heimdall_intersect3, 8, 1, 38, 45
as1border2:Loopback0, 3, heimdall_intersect4, 8, 1, 38, 45
as2border1:Loopback0, 15, base, 13, 1, 65, 61
as2border1:Loopback0, 15, empty, 0, 0, 0, 0
as2border1:Loopback0, 15, neighbor, 8, 0, 41, 59
as2border1:Loopback0, 15, crystal-net, 11, 1, 55, 59
as2border1:Loopback0, 15, heimdall, 13, 1, 65, 61
as2border1:Loopback0, 15, heimdall_interface, 38, 0, 37, 41
as2border1:Loopback0, 15, heimdall_end_nodes, 13, 1, 65, 61
as2border1:Loopback0, 15, heimdall_intersect, 4, 0, 20, 30
as2border1:Loopback0, 15, heimdall_intersect2, 13, 1, 65, 61
as2border1:Loopback0, 15, heimdall_intersect3, 7, 1, 35, 40
as2border1:Loopback0, 15, heimdall_intersect4, 10, 1, 52, 50
as2border2:GigabitEthernet1/0, 6, base, 13, 1, 65, 70
as2border2:GigabitEthernet1/0, 6, empty, 0, 0, 0, 0
as2border2:GigabitEthernet1/0, 6, neighbor, 5, 0, 28, 49
as2border2:GigabitEthernet1/0, 6, crystal-net, 7, 1, 38, 53
as2border2:GigabitEthernet1/0, 6, heimdall, 13, 1, 65, 70
as2border2:GigabitEthernet1/0, 6, heimdall_interface, 33, 0, 32, 50
as2border2:GigabitEthernet1/0, 6, heimdall_end_nodes, 13, 1, 65, 70
as2border2:GigabitEthernet1/0, 6, heimdall_intersect, 13, 1, 65, 70
as2border2:GigabitEthernet1/0, 6, heimdall_intersect2, 13, 1, 65, 70
as2border2:GigabitEthernet1/0, 6, heimdall_intersect3, 13, 1, 65, 70
as2border2:GigabitEthernet1/0, 6, heimdall_intersect4, 13, 1, 65, 70
as2dist2:GigabitEthernet1/0, 3, base, 13, 1, 65, 70
as2dist2:GigabitEthernet1/0, 3, empty, 0, 0, 0, 0
as2dist2:GigabitEthernet1/0, 3, neighbor, 4, 1, 23, 45
as2dist2:GigabitEthernet1/0, 3, crystal-net, 7, 1, 38, 53
as2dist2:GigabitEthernet1/0, 3, heimdall, 7, 1, 38, 53
as2dist2:GigabitEthernet1/0, 3, heimdall_interface, 21, 0, 21, 37
as2dist2:GigabitEthernet1/0, 3, heimdall_end_nodes, 7, 1, 38, 53
as2dist2:GigabitEthernet1/0, 3, heimdall_intersect, 1, 0, 6, 29
as2dist2:GigabitEthernet1/0, 3, heimdall_intersect2, 7, 1, 38, 53
as2dist2:GigabitEthernet1/0, 3, heimdall_intersect3, 7, 1, 38, 53
as2dist2:GigabitEthernet1/0, 3, heimdall_intersect4, 7, 1, 38, 53
as3border2:GigabitEthernet1/0, 5, base, 13, 1, 65, 64
as3border2:GigabitEthernet1/0, 5, empty, 0, 0, 0, 0
as3border2:GigabitEthernet1/0, 5, neighbor, 4, 1, 19, 25
as3border2:GigabitEthernet1/0, 5, crystal-net, 6, 1, 27, 29
as3border2:GigabitEthernet1/0, 5, heimdall, 11, 1, 56, 64
as3border2:GigabitEthernet1/0, 5, heimdall_interface, 24, 0, 23, 30
as3border2:GigabitEthernet1/0, 5, heimdall_end_nodes, 7, 1, 34, 44
as3border2:GigabitEthernet1/0, 5, heimdall_intersect, 0, 0, 0, 0
as3border2:GigabitEthernet1/0, 5, heimdall_intersect2, 6, 1, 28, 42
as3border2:GigabitEthernet1/0, 5, heimdall_intersect3, 6, 1, 28, 42
as3border2:GigabitEthernet1/0, 5, heimdall_intersect4, 7, 1, 34, 44
as2core1:GigabitEthernet3/0, 6, base, 13, 1, 65, 70
as2core1:GigabitEthernet3/0, 6, empty, 0, 0, 0, 0
as2core1:GigabitEthernet3/0, 6, neighbor, 5, 1, 28, 49
as2core1:GigabitEthernet3/0, 6, crystal-net, 7, 1, 38, 53
as2core1:GigabitEthernet3/0, 6, heimdall, 13, 1, 65, 70
as2core1:GigabitEthernet3/0, 6, heimdall_interface, 34, 0, 33, 54
as2core1:GigabitEthernet3/0, 6, heimdall_end_nodes, 13, 1, 65, 70
as2core1:GigabitEthernet3/0, 6, heimdall_intersect, 7, 1, 38, 53
as2core1:GigabitEthernet3/0, 6, heimdall_intersect2, 13, 1, 65, 70
as2core1:GigabitEthernet3/0, 6, heimdall_intersect3, 13, 1, 65, 70
as2core1:GigabitEthernet3/0, 6, heimdall_intersect4, 13, 1, 65, 70
as3core1:GigabitEthernet0/0, 17, base, 13, 1, 65, 64
as3core1:GigabitEthernet0/0, 17, empty, 0, 0, 0, 0
as3core1:GigabitEthernet0/0, 17, neighbor, 8, 0, 41, 57
as3core1:GigabitEthernet0/0, 17, crystal-net, 11, 0, 55, 62
as3core1:GigabitEthernet0/0, 17, heimdall, 13, 1, 65, 64
as3core1:GigabitEthernet0/0, 17, heimdall_interface, 37, 0, 36, 39
as3core1:GigabitEthernet0/0, 17, heimdall_end_nodes, 13, 1, 65, 64
as3core1:GigabitEthernet0/0, 17, heimdall_intersect, 4, 0, 19, 37
as3core1:GigabitEthernet0/0, 17, heimdall_intersect2, 13, 1, 65, 64
as3core1:GigabitEthernet0/0, 17, heimdall_intersect3, 9, 1, 44, 54
as3core1:GigabitEthernet0/0, 17, heimdall_intersect4, 13, 1, 65, 64
as3border2:GigabitEthernet0/0, 5, base, 13, 1, 65, 70
as3border2:GigabitEthernet0/0, 5, empty, 0, 0, 0, 0
as3border2:GigabitEthernet0/0, 5, neighbor, 4, 1, 19, 31
as3border2:GigabitEthernet0/0, 5, crystal-net, 6, 1, 27, 35
as3border2:GigabitEthernet0/0, 5, heimdall, 13, 1, 65, 70
as3border2:GigabitEthernet0/0, 5, heimdall_interface, 33, 0, 32, 45
as3border2:GigabitEthernet0/0, 5, heimdall_end_nodes, 9, 1, 43, 50
as3border2:GigabitEthernet0/0, 5, heimdall_intersect, 0, 0, 0, 0
as3border2:GigabitEthernet0/0, 5, heimdall_intersect2, 5, 0, 24, 44
as3border2:GigabitEthernet0/0, 5, heimdall_intersect3, 5, 0, 24, 44
as3border2:GigabitEthernet0/0, 5, heimdall_intersect4, 9, 1, 43, 50
as2dist1:Loopback0, 6, base, 13, 1, 65, 65
as2dist1:Loopback0, 6, empty, 0, 0, 0, 0
as2dist1:Loopback0, 6, neighbor, 5, 1, 28, 43
as2dist1:Loopback0, 6, crystal-net, 7, 1, 38, 48
as2dist1:Loopback0, 6, heimdall, 13, 1, 65, 65
as2dist1:Loopback0, 6, heimdall_interface, 35, 0, 34, 45
as2dist1:Loopback0, 6, heimdall_end_nodes, 13, 1, 65, 65
as2dist1:Loopback0, 6, heimdall_intersect, 7, 1, 38, 48
as2dist1:Loopback0, 6, heimdall_intersect2, 13, 1, 65, 65
as2dist1:Loopback0, 6, heimdall_intersect3, 13, 1, 65, 65
as2dist1:Loopback0, 6, heimdall_intersect4, 13, 1, 65, 65
as2dept1:GigabitEthernet0/0, 9, base, 13, 1, 65, 70
as2dept1:GigabitEthernet0/0, 9, empty, 0, 0, 0, 0
as2dept1:GigabitEthernet0/0, 9, neighbor, 5, 1, 28, 48
as2dept1:GigabitEthernet0/0, 9, crystal-net, 7, 1, 38, 53
as2dept1:GigabitEthernet0/0, 9, heimdall, 13, 1, 65, 70
as2dept1:GigabitEthernet0/0, 9, heimdall_interface, 34, 0, 33, 45
as2dept1:GigabitEthernet0/0, 9, heimdall_end_nodes, 13, 1, 65, 70
as2dept1:GigabitEthernet0/0, 9, heimdall_intersect, 0, 0, 0, 0
as2dept1:GigabitEthernet0/0, 9, heimdall_intersect2, 13, 1, 65, 70
as2dept1:GigabitEthernet0/0, 9, heimdall_intersect3, 9, 1, 43, 55
as2dept1:GigabitEthernet0/0, 9, heimdall_intersect4, 13, 1, 65, 70
as2border2:Loopback0, 14, base, 13, 1, 65, 64
as2border2:Loopback0, 14, empty, 0, 0, 0, 0
as2border2:Loopback0, 14, neighbor, 8, 0, 43, 57
as2border2:Loopback0, 14, crystal-net, 11, 1, 57, 62
as2border2:Loopback0, 14, heimdall, 13, 1, 65, 64
as2border2:Loopback0, 14, heimdall_interface, 37, 0, 36, 39
as2border2:Loopback0, 14, heimdall_end_nodes, 13, 1, 65, 64
as2border2:Loopback0, 14, heimdall_intersect, 4, 0, 19, 33
as2border2:Loopback0, 14, heimdall_intersect2, 13, 1, 65, 64
as2border2:Loopback0, 14, heimdall_intersect3, 7, 1, 34, 43
as2border2:Loopback0, 14, heimdall_intersect4, 10, 1, 51, 58
as2core1:GigabitEthernet0/0, 15, base, 13, 1, 65, 60
as2core1:GigabitEthernet0/0, 15, empty, 0, 0, 0, 0
as2core1:GigabitEthernet0/0, 15, neighbor, 8, 1, 41, 58
as2core1:GigabitEthernet0/0, 15, crystal-net, 11, 1, 55, 58
as2core1:GigabitEthernet0/0, 15, heimdall, 13, 1, 65, 60
as2core1:GigabitEthernet0/0, 15, heimdall_interface, 36, 0, 35, 44
as2core1:GigabitEthernet0/0, 15, heimdall_end_nodes, 13, 1, 65, 60
as2core1:GigabitEthernet0/0, 15, heimdall_intersect, 3, 0, 14, 16
as2core1:GigabitEthernet0/0, 15, heimdall_intersect2, 13, 1, 65, 60
as2core1:GigabitEthernet0/0, 15, heimdall_intersect3, 7, 0, 35, 41
as2core1:GigabitEthernet0/0, 15, heimdall_intersect4, 10, 1, 52, 49
as1border1:GigabitEthernet1/0, 15, base, 13, 1, 65, 68
as1border1:GigabitEthernet1/0, 15, empty, 0, 0, 0, 0
as1border1:GigabitEthernet1/0, 15, neighbor, 8, 0, 41, 61
as1border1:GigabitEthernet1/0, 15, crystal-net, 11, 1, 55, 66
as1border1:GigabitEthernet1/0, 15, heimdall, 13, 1, 65, 68
as1border1:GigabitEthernet1/0, 15, heimdall_interface, 36, 0, 35, 43
as1border1:GigabitEthernet1/0, 15, heimdall_end_nodes, 13, 1, 65, 68
as1border1:GigabitEthernet1/0, 15, heimdall_intersect, 4, 0, 20, 32
as1border1:GigabitEthernet1/0, 15, heimdall_intersect2, 13, 1, 65, 68
as1border1:GigabitEthernet1/0, 15, heimdall_intersect3, 6, 0, 30, 42
as1border1:GigabitEthernet1/0, 15, heimdall_intersect4, 10, 0, 52, 57
as1core1:Loopback0, 3, base, 13, 1, 65, 64
as1core1:Loopback0, 3, empty, 0, 0, 0, 0
as1core1:Loopback0, 3, neighbor, 3, 1, 13, 19
as1core1:Loopback0, 3, crystal-net, 4, 1, 17, 21
as1core1:Loopback0, 3, heimdall, 13, 1, 65, 64
as1core1:Loopback0, 3, heimdall_interface, 30, 0, 29, 39
as1core1:Loopback0, 3, heimdall_end_nodes, 8, 1, 38, 44
as1core1:Loopback0, 3, heimdall_intersect, 8, 1, 38, 44
as1core1:Loopback0, 3, heimdall_intersect2, 8, 1, 38, 44
as1core1:Loopback0, 3, heimdall_intersect3, 8, 1, 38, 44
as1core1:Loopback0, 3, heimdall_intersect4, 8, 1, 38, 44
as1border2:GigabitEthernet1/0, 5, base, 13, 1, 65, 59
as1border2:GigabitEthernet1/0, 5, empty, 0, 0, 0, 0
as1border2:GigabitEthernet1/0, 5, neighbor, 4, 1, 19, 20
as1border2:GigabitEthernet1/0, 5, crystal-net, 6, 1, 27, 24
as1border2:GigabitEthernet1/0, 5, heimdall, 11, 1, 56, 54
as1border2:GigabitEthernet1/0, 5, heimdall_interface, 25, 0, 24, 32
as1border2:GigabitEthernet1/0, 5, heimdall_end_nodes, 7, 1, 34, 34
as1border2:GigabitEthernet1/0, 5, heimdall_intersect, 0, 0, 0, 0
as1border2:GigabitEthernet1/0, 5, heimdall_intersect2, 6, 1, 30, 32
as1border2:GigabitEthernet1/0, 5, heimdall_intersect3, 6, 1, 30, 32
as1border2:GigabitEthernet1/0, 5, heimdall_intersect4, 7, 1, 34, 34
